id,name,min_marks,max_marks,total_time,created_at,updated_at
612c34f3-edac-4b22-8f33-ebe288195f26,Exactly,11,88,149,2024-03-18 00:51:56,2024-08-27 19:30:22
a791ec3f-8aac-4ef0-a280-e0efc0e12b67,Administration,18,60,61,2024-06-23 18:23:23,2024-10-20 16:18:55
39eb3565-b5a1-48f0-9ef1-414623f0d6a4,Thing,20,75,160,2023-12-28 08:52:09,2024-04-26 02:03:09
0b05a738-9e1c-41e5-8bee-a763025a9804,Box,9,67,174,2023-10-23 20:55:27,2024-07-20 17:25:31
c3529ffc-e9bd-41a1-a0e5-b3a9f33479fd,Billion,0,120,93,2024-01-07 21:39:31,2024-03-20 18:09:15
ad59507d-3a20-4fdc-abd4-5deeaab519c5,Begin,14,76,179,2023-11-29 17:29:03,2024-04-03 13:49:30
3f21cf52-4b99-4e06-961d-a0bf7d1403fa,Live,10,92,65,2024-06-26 03:52:23,2024-08-26 00:05:05
539599bd-a861-4df1-a2c8-c32770764965,Such,5,81,147,2023-11-09 12:27:17,2024-07-02 22:42:14
6f5c27ce-dc7a-4e42-88da-db1fcb29b3e3,Address,21,76,64,2024-04-27 19:23:19,2024-05-05 10:37:52
010e3721-2a46-404a-b446-008e9db1dc05,Start,2,76,138,2024-02-05 13:53:26,2024-06-24 05:10:23
6eba1acc-59e3-4e44-8018-030a3becb8a5,North,29,72,105,2024-01-08 22:13:14,2024-04-02 05:25:30
af368cad-e0f4-46c6-8126-61d9cb27043c,Much,8,88,162,2024-06-19 06:59:28,2024-06-26 21:08:35
ba0d2d6d-0ea9-4f2c-97af-414e3577bbee,Light,9,95,95,2023-11-06 11:50:51,2024-01-27 12:17:29
e238f55a-3081-482d-8a21-a2cd35765432,Painting,6,100,112,2024-06-27 19:34:33,2024-07-21 16:56:36
411bd0e9-6194-465f-a34a-efcdbcb56401,Bill,28,85,128,2024-02-19 02:35:49,2024-09-28 15:22:43
ae898f5f-cad1-4829-8d3d-a7cb8b8e5fe4,See,9,69,103,2024-02-12 15:47:15,2024-03-10 22:15:18
fa167ae0-d26e-4a72-94ca-b5dc4903a173,Budget,10,120,132,2023-11-04 23:24:20,2024-05-31 22:33:12
997ae26f-cb22-4e43-97e1-23af2fe60e81,Maintain,21,78,103,2024-06-02 21:38:01,2024-09-14 03:03:40
26ff7420-f180-457e-934f-ceeef05a892c,Politics,8,67,119,2023-12-01 01:03:38,2024-07-17 03:01:48
a235851d-2f6b-4a9d-b2e3-db2b8ec21b60,Wish,2,83,129,2023-12-16 21:05:33,2024-07-24 07:24:13
fa963a3a-0122-4607-975c-bdfe01a40df8,Score,12,89,74,2024-06-28 02:38:34,2024-07-29 14:38:48
14096cc5-b3e6-4389-8fec-c4c45f1fdffc,Rate,9,89,105,2023-12-16 17:08:50,2024-09-07 10:27:48
0b7c4296-2cb9-428c-b772-0bfc2a7c65a3,Around,17,120,150,2023-11-21 11:24:14,2024-06-22 01:39:15
e7aeeb2d-7f26-4c6a-8c56-cf20934dc8b9,Election,13,68,169,2024-07-28 19:36:56,2024-08-14 17:30:11
f241eddc-36ec-4783-9864-4dc339330470,Listen,1,81,163,2024-03-21 15:34:20,2024-09-19 05:07:39
88a94c73-011f-4929-910f-e1741a0f192b,Media,26,66,103,2023-11-26 16:58:38,2024-02-17 18:09:01
048f9564-9479-41c3-b497-63f242ffda8b,Quickly,22,64,137,2024-01-21 03:54:44,2024-08-08 23:16:43
9c53fa38-08e2-4ed0-a3d3-ec953bc6bef2,Though,11,62,157,2023-12-31 09:16:38,2024-09-10 15:10:23
344cffba-e275-4d54-aa82-9fc7f2577b1d,Send,30,74,84,2024-03-19 12:09:56,2024-07-24 01:04:31
814c5202-4d08-4878-9303-9a767150bb2b,Evening,22,71,133,2024-02-14 00:55:19,2024-02-19 08:40:25
2181f6b0-30e9-4ae5-9dbb-8f1f392900e0,Much,11,81,96,2024-01-04 01:05:00,2024-06-11 10:38:08
aafc28c1-b362-45d7-a969-89153baf2fe6,From,19,72,146,2024-05-31 19:45:54,2024-09-12 03:19:06
702b65ef-3a42-44fd-a788-d77b29aefaea,Specific,6,69,92,2024-06-22 00:15:53,2024-08-04 10:02:38
9be89a19-0063-4a2c-8c41-2c33aa0bec0a,Company,0,61,107,2024-04-30 23:18:39,2024-07-23 19:50:48
0d0f74ce-fed1-47b6-ab61-e4130f13a696,News,29,74,147,2024-01-27 18:22:27,2024-09-07 15:27:46
4d02d515-3dc3-439d-8b71-5201dd082515,Cup,0,78,135,2023-11-24 16:32:47,2024-04-30 16:08:01
c5079543-223b-4856-b52c-c53a8d0e2c57,Final,28,76,162,2023-11-06 07:23:50,2024-10-07 12:51:13
80aa50a6-c4f1-41d9-b101-8105c96b8379,Arm,17,68,179,2024-07-17 21:49:14,2024-07-25 04:06:32
6477c888-d7a2-4d30-8358-186b6261ef5d,Case,10,79,162,2024-05-24 02:33:36,2024-08-14 13:15:33
2d3aafc7-e2e6-4ebf-aad0-a97917fec422,Exactly,22,68,99,2024-05-04 10:14:01,2024-06-07 00:37:01
b0a4c7c8-924e-41eb-ab8a-ac74ea2bec13,Ever,4,85,104,2024-01-03 14:32:54,2024-09-06 21:45:02
5b57bebf-f09a-469c-aa24-e51e30199c78,City,5,100,168,2024-05-07 09:09:55,2024-07-15 23:27:02
4bfa0b9a-8107-4c8d-8394-ef8efdf3d635,Church,11,77,93,2023-11-04 00:57:55,2023-11-17 00:38:02
51194d2a-5d09-43ea-bc6a-dd1e44b523b3,Mean,5,97,96,2023-11-23 20:49:49,2024-04-02 16:44:02
4157e773-ae03-4650-9740-341a0650ebae,Thing,15,90,132,2024-01-28 15:54:27,2024-04-08 04:21:53
4dc4c547-f9cd-42be-ad20-02cf1fa5e3b3,Need,7,95,146,2024-04-23 04:33:25,2024-07-08 13:02:54
0807080d-3945-424a-a60d-3e4c50fddeb6,Know,20,60,137,2023-12-09 23:49:22,2024-07-18 12:59:56
fc40edb4-70c2-4e32-a70f-6c6f995edcca,View,1,65,72,2024-04-01 05:00:36,2024-05-31 13:36:36
37ac6319-e9a9-4434-924e-bdd23b8239d4,Behavior,10,96,108,2023-12-10 03:30:33,2024-07-17 17:43:49
34c4ff00-366d-4acb-91d0-a03bfb94a7c0,Follow,1,96,87,2023-11-03 18:08:45,2024-01-05 03:02:52
c264445c-e1f2-4769-8a55-5986a2457041,Set,21,64,89,2024-04-25 10:56:14,2024-10-13 22:58:03
d7fdbcac-af9d-4633-ad97-d63d0aa46dea,Continue,23,96,160,2023-12-15 12:29:02,2024-06-27 07:13:27
0f70a551-b16f-4b60-b7ae-59c270d09246,Record,12,94,81,2024-03-30 07:01:33,2024-04-27 06:05:48
9892a474-f208-4e5a-9674-361ee0344216,Third,25,120,86,2023-11-24 19:35:22,2024-08-13 12:02:36
59e2e28b-ac4f-4c8f-a562-07248c659d0b,National,21,87,166,2023-12-07 20:26:47,2024-01-18 18:08:17
bdfe812a-bd42-4b44-b7d1-0aed6d8302c3,Court,0,61,146,2023-11-07 08:03:19,2024-05-20 06:05:40
21a5c2ca-3200-45d3-83f5-688af249efb1,Race,11,61,74,2023-11-12 03:43:46,2024-09-11 05:42:34
7aafc524-e28e-4fcf-a99f-b48cbe22ac42,Sister,5,63,118,2023-11-07 04:14:38,2024-10-07 06:11:29
a5212465-c292-4b6b-9dd0-3796c3e427af,Either,9,87,104,2023-12-18 05:43:03,2024-08-24 21:08:59
b16408fc-065b-4708-ab3d-7b5f3380d3d0,Build,27,97,72,2024-01-05 02:17:28,2024-03-25 20:41:29
3bdedb26-8727-4756-8a84-8e5f8a3637db,At,8,74,129,2024-03-26 15:36:33,2024-10-13 21:59:26
eb192b04-52b9-4e23-a978-bcd6a2ead312,Company,17,74,71,2024-07-27 08:05:03,2024-08-03 11:27:57
3aae262f-7fdc-4efb-9558-3d90a896b6df,Election,6,96,126,2024-04-07 21:25:30,2024-08-24 08:16:29
5a809ce2-c665-4197-97c5-db642bec944c,Say,25,86,115,2024-01-29 13:08:32,2024-05-23 02:34:43
cd13fea1-6ddb-4199-bc98-b42508b5d672,Court,22,92,168,2024-03-21 17:48:22,2024-06-22 04:48:31
a0764a94-db6d-4562-b0dd-db6fa894a902,College,7,120,65,2024-03-13 04:19:31,2024-05-22 01:59:22
08d8530b-8429-444a-87d7-488fa87663bf,People,29,89,70,2024-07-01 02:56:44,2024-10-12 00:08:32
28456898-04b6-4ba6-81cc-ca483c35e0a6,Until,25,83,69,2024-02-12 13:14:11,2024-03-14 15:32:35
d751ad94-0531-4aaf-be1a-4469dbb68b63,Debate,19,88,165,2023-12-21 03:45:18,2024-08-01 16:25:39
31dc98f9-55e0-43af-8c40-201f949cf12f,Enter,25,70,123,2023-10-31 12:18:55,2024-02-19 15:45:23
3e4b080e-997e-485b-8e76-cbd7dbcbecb0,From,24,61,107,2024-02-17 21:06:19,2024-07-15 23:43:49
8a11d535-46ab-4df8-a9a1-cc749bd5fe25,Hot,13,62,93,2023-10-29 14:31:47,2024-09-03 14:59:56
8aa9e460-ff84-4f7e-86b3-1fa0fa2b34ad,Since,27,77,114,2024-08-10 09:56:11,2024-10-14 14:52:08
4607844d-0b9b-4bf3-b7e1-8bc6e4d8cb2e,Tell,6,71,60,2023-11-13 09:31:26,2024-08-22 17:08:47
559c46ff-bc96-4506-adad-bdb88cb5fa27,His,27,64,143,2024-03-21 20:18:37,2024-05-28 02:23:59
22ff2ac0-2851-4917-a37f-d027f7ba00fd,Order,10,80,158,2024-06-24 22:10:01,2024-08-30 12:13:36
0a2edf42-47fc-42b6-9113-36b69cecccf9,Before,3,83,131,2024-01-02 17:13:07,2024-02-13 17:55:50
96370405-4e66-447c-bb4e-1f7f068d9ee1,Reach,17,64,118,2024-04-29 08:58:50,2024-06-14 06:43:24
bbb0d13b-967f-452e-a4be-8a646f97c15b,Build,0,95,180,2024-04-21 01:38:06,2024-08-01 10:05:50
2a18c0c9-ab5b-4292-8827-65715a53d0d3,Remain,5,67,103,2024-07-13 20:17:05,2024-09-25 21:03:34
0b259013-ce76-429d-b2cd-7e50dc78bff6,Most,6,70,79,2023-11-26 10:21:12,2024-06-08 03:24:19
f59ef685-7595-4176-bede-5507d3eaba0e,Here,5,74,73,2023-12-16 21:43:14,2024-02-29 08:00:54
78397050-e763-4e0c-9901-9e64f18c1903,Fast,28,95,94,2023-11-07 07:09:08,2024-04-17 19:34:37
f0ec6382-5a36-4362-b926-4791d474dd1f,Fund,2,80,158,2023-12-04 10:18:00,2024-03-08 05:18:49
15a3dd34-c2c3-4776-af5e-8cadb01a5e55,Price,24,79,131,2023-12-31 14:56:37,2024-05-13 05:41:45
676ae9b5-6bf2-490b-8221-1187236aefba,Sound,16,100,165,2024-02-02 22:30:28,2024-02-24 23:19:47
df875228-c3a4-40cb-89c4-fb4734ba7d5e,Center,0,84,62,2024-03-10 05:58:53,2024-04-24 23:50:18
23e3ce5d-9e26-4bb2-b195-aff97072f27d,Return,16,77,109,2023-12-06 05:49:38,2024-10-20 01:28:38
18ebd041-1013-448d-8f5f-0cf447153786,Far,10,74,68,2024-06-15 05:36:49,2024-07-03 15:32:10
c6b5ee6c-e03c-44de-b2d6-af0eb8826ff6,Choice,22,71,100,2024-05-25 02:03:56,2024-06-12 08:09:13
ff3e6318-a4a7-4ab2-acb7-875fbdc2dc31,A,7,67,97,2023-12-30 22:51:08,2024-09-07 19:32:34
6d7c7f51-c004-445b-90c5-00aa3a5e7aa6,The,20,90,170,2023-11-18 21:24:01,2024-09-14 03:41:14
a68722ff-9256-49a7-9f0e-4348e7b32e07,Grow,10,92,155,2024-05-07 13:21:58,2024-09-24 00:12:35
29c4ebd9-7f25-4846-8f14-6aa31a515325,Country,27,73,77,2024-07-25 01:06:41,2024-08-05 07:18:03
b23eac37-b301-4cca-b68d-d7ae25fb48c0,Suddenly,29,62,60,2023-12-10 06:10:07,2024-10-14 21:55:00
cdc264ab-02e3-4a8c-b237-d42ae4a90c7b,Need,23,77,138,2023-12-17 19:41:04,2024-07-12 15:43:24
9bb60390-dbea-41ba-9953-708f012664f6,That,21,88,103,2024-01-06 22:38:41,2024-04-09 11:03:27
6e5323fc-5f2f-48a3-a494-13dcb42ae9f9,Case,22,68,164,2023-12-03 17:00:28,2024-09-16 01:21:51
0d251842-c551-4bb7-bdab-8cf4bb56455a,Form,4,70,156,2024-06-12 13:00:26,2024-07-22 01:01:03
cf8c8c28-2cf7-4fb1-9385-89e41a851fe5,Bring,5,90,67,2023-12-24 19:32:04,2024-05-09 08:54:04
6255fef8-f496-491c-a0a8-15217839a7ff,And,14,61,63,2024-06-05 17:03:09,2024-06-05 18:52:01
2e4d5f88-3b38-48a8-b89c-f9fbf18eb075,Tough,17,76,76,2024-06-10 07:57:27,2024-07-24 06:30:59
16f0961c-d172-447e-8a27-1518508e7469,Down,30,79,75,2024-05-24 15:16:43,2024-08-05 03:34:56
6f02c67b-bfbf-4785-97af-a472b3bce0dd,We,20,77,60,2023-11-14 12:28:14,2024-08-19 02:59:06
9d298c42-902f-421a-bf67-cd7e32f75d35,Maybe,9,69,91,2023-12-25 23:37:12,2024-04-25 02:01:27
7c3e624d-f926-40e3-ab94-ca9ce61b99a3,Six,4,82,168,2024-03-23 16:05:23,2024-07-22 05:20:47
84514932-774a-46fb-b1f2-f0ca3a1c1f0c,Open,4,63,115,2024-08-08 21:16:58,2024-09-23 00:09:47
47d03261-84db-4128-b53a-8e9d94d71e44,Rule,25,64,129,2024-06-19 15:09:31,2024-10-14 04:20:18
2f7796ab-8346-48d6-8b9f-f605a2b8282a,Fly,27,96,164,2024-03-18 21:48:31,2024-03-24 04:03:32
5f604410-fa2a-40c4-beb3-29d140275499,Either,25,96,128,2024-01-31 23:19:49,2024-06-14 07:48:45
439f5223-ace0-46af-aee5-3ea463484f2d,Training,19,64,159,2024-07-08 17:06:11,2024-08-22 12:20:42
d835a074-2552-4cfd-856d-5ce8dff38b98,Society,24,95,148,2024-02-11 09:02:05,2024-05-27 19:51:51
cd01934a-37f4-4ad6-a441-0831391004c8,Apply,2,81,121,2024-03-17 23:53:30,2024-08-21 14:17:42
e2c620d6-bdef-459c-a8d9-4855dfe238bc,Effect,8,72,180,2023-11-24 03:13:19,2024-05-05 21:24:19
8014b8ca-3c62-4656-835e-9b9824f6960f,May,18,61,123,2024-06-22 19:58:36,2024-08-15 13:36:43
a313eba1-1a61-4ae4-a06c-25833296964c,Between,12,95,79,2024-02-19 20:37:41,2024-03-08 20:00:36
68ce3e38-f8cb-4b9a-abb8-6582e3b7d7ae,Whom,10,120,108,2024-03-21 13:37:16,2024-07-26 04:26:51
743f2043-188b-413b-bd74-aeee2aa3cb2b,Wait,9,99,159,2023-10-25 21:33:23,2024-07-30 15:01:21
b07a967b-3b6e-4a2b-a9e5-a01b28dd027a,Reality,5,90,139,2024-01-09 16:01:11,2024-03-23 11:39:05
d3da5df9-b6ef-4c14-862e-f0a1c71d47db,Travel,17,80,68,2024-03-17 00:46:20,2024-09-18 04:23:54
10c1e980-9ead-4a46-b4b4-13b5afa2e76c,Recently,15,91,129,2023-11-15 08:52:20,2024-03-08 19:10:50
5b3feb26-0afa-46b6-b7be-d1616684ed13,Fear,9,84,88,2024-05-20 08:38:25,2024-09-05 01:36:14
fbc813b6-b08a-49bd-88e7-49e165ce0327,Her,10,85,115,2023-12-10 23:57:17,2024-07-23 22:03:26
fa71a919-eb62-4b8a-b253-2de824b44144,Suffer,11,94,145,2023-10-29 08:14:44,2024-10-19 13:54:46
db84fe9e-b6bd-41cb-8ed0-bc9115f8e087,Listen,15,73,107,2024-02-09 22:17:06,2024-05-26 11:55:15
dd31d91b-044f-4cda-8e94-0ea01a700255,Civil,29,100,152,2023-11-25 06:09:44,2024-05-17 15:59:57
65d6b59c-ca5e-41d3-8906-f40ecc6b508c,Cold,21,81,73,2024-05-06 11:44:55,2024-05-12 00:58:00
3b9e04fe-98af-45e3-a79f-a21ec4e83397,Word,20,99,85,2024-02-17 17:57:59,2024-04-19 17:16:35
e297a9ea-4ce3-44ea-957d-5076936ecc24,Necessary,23,75,78,2024-04-28 05:49:20,2024-09-23 19:20:39
3c6bef66-4826-46f5-b4cd-7bc7bb86d030,Other,10,85,79,2024-09-13 05:43:01,2024-09-19 20:34:31
00aca8b8-49fd-44b2-96da-f3ca29df2b34,Thank,9,77,157,2024-03-08 05:06:14,2024-05-03 04:19:00
e4e771a0-7cf2-4967-be16-e7182b9841f6,Artist,21,74,84,2023-11-13 09:13:48,2024-05-16 07:14:22
b1713d55-e66d-46fa-9ab3-5c156022dd25,Nation,1,72,116,2024-01-26 08:56:08,2024-09-11 16:31:54
42433e56-f8ce-4420-bff9-57972c05a6e9,Specific,14,75,146,2023-12-30 02:16:07,2024-01-25 23:31:43
255b5bde-3c90-4b7d-b3e8-352f515c159b,Congress,14,64,87,2024-04-02 08:04:07,2024-05-24 15:26:41
ec0bb3c0-2017-4094-88f6-44d6cc1cb46a,Painting,16,87,74,2024-03-13 11:01:02,2024-09-30 20:05:11
c77153da-3430-4384-a48b-6d920a7a89d2,Old,7,90,173,2023-12-31 19:03:40,2024-09-04 04:00:34
c4f9de69-3eed-433e-afb0-cd7d0ca5c014,Remain,0,72,174,2024-01-10 08:54:20,2024-02-27 20:30:52
7857e188-ee8b-4f5e-848e-b64a8e1b6080,Out,22,94,170,2024-02-10 22:35:29,2024-07-03 04:40:31
b3a47bde-ab8b-4eca-a48a-9e61bb4c9205,Say,21,74,164,2024-06-04 18:05:44,2024-08-31 10:46:06
06683c98-ea0d-4d6a-831e-8cc985f129d3,Appear,6,64,175,2024-02-03 19:51:31,2024-08-05 20:44:52
dc8a3559-2df5-443f-8aa2-c2900c269925,Support,10,98,91,2024-08-26 15:48:37,2024-09-29 19:08:48
75c9ec48-8ad5-4497-a001-1ff46fff5ec9,Benefit,7,71,157,2024-03-12 21:07:37,2024-08-19 09:59:18
01b57c31-01e3-411c-b56e-e077f91b0b3e,Lead,28,82,167,2023-11-24 02:32:27,2024-01-12 14:31:57
3380b746-b028-4d07-9125-4b14f277e725,Particular,4,90,167,2024-07-28 15:15:40,2024-09-08 22:41:51
c72aa627-430d-471e-9d38-409b7637a411,Wait,22,120,125,2024-06-20 03:01:34,2024-08-13 14:03:29
b2326611-0445-4b75-b9ce-470317388eea,Explain,0,73,177,2024-07-10 07:54:27,2024-10-18 01:11:24
8e18c476-84cf-4908-87e8-0c0bed15adb0,Trade,28,91,113,2023-11-24 08:34:44,2024-10-15 05:12:17
7629865d-498b-4083-a254-a77e83015ff8,Wife,17,68,74,2024-06-19 01:47:10,2024-07-06 23:18:21
a186feec-68dc-474f-b3c6-3b4e1036589f,News,24,61,110,2023-11-17 11:33:11,2024-03-30 02:05:57
422035e6-92ac-4562-8d9e-9d96b2a5722c,Instead,16,78,128,2023-12-13 23:49:22,2024-02-26 00:58:05
b8b80bee-a586-43f6-b938-94d85eac3dbb,Yet,14,97,152,2024-02-27 15:14:17,2024-06-05 13:33:29
e9242c8e-4c85-4386-9321-c4f24c3e91ab,Road,7,64,163,2024-01-09 05:21:56,2024-05-21 04:36:09
ef7d5426-9b9d-4ff2-8955-67620919b619,Husband,21,60,130,2023-11-30 05:35:08,2024-01-04 13:44:36
24ff6a9e-c8b1-4bc6-a574-a8d6220adf64,Than,26,69,172,2023-11-01 18:19:29,2023-11-11 16:26:03
324435b6-5cc7-4f77-bcec-912badb333c6,Up,25,85,66,2024-04-02 12:52:39,2024-04-29 08:40:24
c7ac938a-95ac-43d7-b4be-2c9ce7c1d0f0,Appear,15,65,142,2024-01-01 19:41:51,2024-04-05 20:33:00
720f72eb-d30a-44a9-aca6-9c81b906ee16,Threat,15,84,177,2024-01-06 15:46:55,2024-06-28 20:50:34
1acf7c98-6e35-475b-b17f-0dd216169017,Wrong,19,70,147,2024-03-24 11:38:38,2024-03-25 07:13:48
1b97b9d7-4a23-4396-897c-aa8456857505,Share,8,82,93,2023-11-25 00:14:25,2024-06-12 16:39:37
d022ac01-8750-4c8b-814e-9c70b874611d,Wait,26,86,105,2024-01-07 00:04:29,2024-10-05 06:35:37
4c379e9d-7699-4fd4-aeff-87113197835d,Camera,16,62,158,2023-10-27 05:01:14,2024-07-15 19:09:33
2f59d5e3-c50d-4d46-9177-a744da6baa5b,Feel,28,97,74,2023-12-15 09:36:11,2024-05-25 09:55:08
4ef9dba9-e364-483e-b2c9-2f4a1cb67dd4,Left,26,100,78,2024-02-01 08:54:50,2024-03-07 16:05:55
81789571-b041-47fe-a2a0-12a518b5ffde,Try,0,93,157,2024-01-22 14:26:12,2024-03-10 23:42:36
536f5b4a-d8ab-4d51-b2c1-532e2e58a9be,Traditional,20,90,171,2023-12-26 16:55:55,2024-07-11 14:53:42
38aebefa-49bc-4bc0-b77d-9aad777cece1,Close,7,63,96,2024-04-25 20:55:10,2024-08-09 16:23:37
45a77a0c-f11a-4a9c-b7a2-a64846715be5,Fact,13,96,70,2024-08-11 22:01:50,2024-09-29 18:40:20
7357c3eb-004f-445b-9212-c11f9bfdaeb8,West,26,63,119,2024-07-14 02:33:09,2024-09-24 06:13:41
bf1c9077-6e73-450e-b680-2428cab7359f,Herself,27,62,139,2024-01-28 19:53:12,2024-06-05 09:29:27
cf3efca5-3717-4af7-978f-5bcac60703e1,Throughout,28,70,60,2024-05-05 23:32:09,2024-07-09 06:35:12
70c8a313-faa0-4a8b-bf90-42a2378757fd,Will,10,87,83,2024-01-21 19:44:16,2024-09-28 03:01:20
4f54071c-1a90-44fd-9c84-ce9e6a8cdbfc,Late,17,120,97,2023-10-27 22:34:53,2024-01-30 06:54:27
855992e9-bb07-4228-ae59-14dc049de2d3,Seven,0,79,65,2024-06-30 12:57:27,2024-09-02 15:09:05
5d39a75e-fbff-4511-b459-4ea956f96033,About,21,75,180,2024-03-17 08:10:53,2024-05-11 12:03:22
10738027-a5e1-4ccd-84fb-ae556989da00,Loss,2,63,148,2024-06-19 01:59:26,2024-08-06 19:34:00
84759f62-adc8-430a-84e3-5bb54c41c047,Accept,25,96,94,2024-05-31 19:08:58,2024-08-06 12:29:52
f6282b83-0ae1-4944-89c4-a4e433933291,Most,17,88,74,2024-02-11 23:42:54,2024-08-31 15:13:03
d564ab14-b822-4df6-bf1f-3175d8b69eec,Feeling,27,88,75,2023-10-25 22:35:33,2024-03-02 20:44:08
0245fe30-27c5-4914-b47f-8aa2877e941d,Third,10,69,71,2024-03-08 10:49:45,2024-08-07 00:21:06
5ac2700f-1e9f-4a1b-a785-78acb1455089,Later,10,69,176,2024-06-22 15:20:11,2024-07-14 08:52:33
c50dabc6-4d37-4d01-b960-1d4d2aab6c04,Quite,15,74,74,2024-08-12 12:59:26,2024-08-17 13:23:20
c3d603a0-4ef4-49c0-8f68-c75101392357,Help,15,97,73,2023-11-30 11:08:31,2024-04-11 10:28:33
ac188355-ef76-4c8b-9bc0-da4124eac6af,Beat,10,75,98,2023-11-18 06:05:11,2024-05-26 18:49:31
ff39b82b-164e-45d2-939d-ce92e65a7613,Us,6,94,65,2024-05-16 08:19:08,2024-05-29 04:41:02
c5400478-9844-426e-8a2c-7dbccc737108,Stay,10,69,154,2024-03-25 06:31:53,2024-05-22 16:29:07
b5c2c698-94cd-491c-8869-a7093b41bf47,Executive,10,72,88,2024-01-07 06:34:27,2024-07-04 05:12:35
9540ea5e-3b3a-4c3e-a5e1-3769610cc0ed,Rest,25,100,90,2023-12-22 19:43:27,2024-01-27 14:59:09
d9499539-21d0-4ed9-a976-cac4d445a273,Him,16,72,137,2023-11-20 16:17:00,2024-06-13 03:30:15
b24e6fb4-16c3-4d38-880a-662d5720b9b1,Senior,20,99,102,2024-01-26 07:26:26,2024-09-06 23:07:00
a312b5b4-d542-4db1-bf25-7756e64361ac,Bar,26,92,125,2023-12-08 21:34:39,2024-03-05 13:22:11
5f1173c9-1496-4b26-843b-abb3e93a535b,Heart,15,85,89,2023-11-08 09:09:44,2023-12-21 10:36:48
e851853e-fc08-4317-b866-e0736dc4250b,Camera,0,75,178,2024-05-19 14:42:27,2024-08-28 22:00:32
2d66ebe8-c4d0-46fa-b4bf-1fe12e34e07b,Eye,16,83,101,2024-04-23 05:10:27,2024-10-21 13:50:54
699e18af-ac2c-4bcc-b3f1-7c17121fc523,Husband,23,61,68,2023-11-21 05:42:27,2024-09-28 08:50:16
d78b19f8-9dd6-4403-8944-6c6bbe509cb7,Material,29,84,97,2024-06-20 07:54:27,2024-09-08 15:48:42
79522792-69cb-4131-b5c6-cc79f7753964,Happy,8,87,120,2023-12-17 11:24:02,2024-07-06 12:19:05
ce8e3a67-5bd7-49d9-b36e-16085c4ab5b1,Seem,18,72,94,2024-05-08 05:29:36,2024-06-24 06:04:59
a4599a71-5f78-49cc-b578-641a07c802c6,Nearly,3,81,155,2024-02-03 11:39:12,2024-04-29 07:03:01
af3bdee4-73ee-47cd-9862-21c482b8e208,Pressure,10,90,144,2024-01-31 22:17:57,2024-06-28 19:36:17
0bd3188e-b630-431c-bdce-930f39f86c29,Must,11,92,115,2023-11-25 16:06:49,2024-01-01 00:01:25
89580236-d9f3-4c8e-b34a-488b6181f7c5,Ahead,29,87,121,2024-04-20 23:15:31,2024-10-02 12:09:20
43b8db35-3e85-47f3-9696-2c27671e8f90,Long,4,68,73,2024-01-08 00:29:55,2024-07-23 06:26:11
e2cb6985-1806-4243-bb5d-c469d8cd24be,Agreement,3,65,64,2023-10-24 19:18:42,2024-09-01 16:27:34
cba836d4-49bd-48a8-bb21-439a3bb83938,Produce,27,97,170,2023-11-23 06:28:28,2024-08-22 00:04:43
c8e68114-001b-43c2-b298-fa4312b6f4e0,Dog,23,81,151,2023-11-25 00:13:52,2024-03-06 12:39:36
eee00b2b-7d7c-4377-bcfe-d08fdee60cdf,Possible,6,79,141,2024-02-17 06:42:08,2024-08-03 19:14:12
77f95ce2-652a-4371-81c8-6bf7161248cd,End,3,92,148,2024-02-05 11:36:15,2024-09-01 04:38:43
6de53ec9-6f9d-46b0-a0b8-aaa007951379,Admit,3,82,78,2023-11-20 04:51:09,2024-05-21 12:05:18
d288a3ea-7225-4112-a3bf-821fbfabebaf,Drug,22,95,110,2024-05-24 12:31:51,2024-09-20 12:21:34
63135259-9ec4-467d-8e3b-228a7cc20865,Human,2,79,131,2023-10-25 18:36:00,2024-01-29 08:01:24
3c84dfe3-9677-455f-8a15-1d61558c1f6e,Send,3,96,80,2023-10-29 07:06:36,2024-09-17 21:33:04
7338e78c-fa39-448d-85cc-32ac34fa0cd1,Few,11,120,180,2023-11-03 22:51:10,2023-12-11 15:53:46
1686e4d7-1050-4597-86eb-2bee8d15cfc9,Others,11,62,88,2024-01-10 01:35:53,2024-06-10 23:08:30
5c1add00-a2f0-42bb-ac88-5efc259c19b3,Make,24,120,124,2024-08-14 15:58:09,2024-10-04 16:39:21
d07ff897-9c83-4874-a026-09a9faa42c60,Similar,10,68,147,2024-01-26 18:24:56,2024-05-21 16:38:13
47ecc52e-48ee-4abf-b854-4afb08b63460,Speech,15,70,123,2024-04-24 02:02:02,2024-10-07 18:48:17
74364b9c-7902-4511-a8e0-e5bdfd2bbc93,Magazine,2,66,111,2024-06-30 18:34:50,2024-09-17 07:10:29
6aba537e-b1d3-4185-920f-4ecc8c577e3a,Question,6,73,86,2023-11-28 03:21:05,2024-08-19 00:16:37
19c12652-356e-49ee-9163-6b2a179a5c86,Analysis,22,87,109,2024-02-14 21:00:15,2024-03-15 11:57:03
7663f368-e0aa-4a0f-b817-d970dbd75bac,Question,26,97,83,2024-02-10 00:14:10,2024-05-30 21:24:33
f7e824a1-619d-4251-9f60-9cffe995caf8,Interesting,0,96,134,2023-12-13 10:09:11,2024-01-20 05:55:42
f71207c6-a91b-4bd9-8a59-54b580605f74,Form,17,76,98,2024-02-03 09:52:38,2024-06-29 21:26:34
